section,DataSetId,JourmPatternSections_From_id,JourmPatternSections_From_StopPointRef_id,JourmPatternSections_From_StopPointRef_SequenceNumber,JourmPatternSections_From_StopPointRef,JourmPatternSections_From_TimingStatus_id,JourmPatternSections_From_TimingStatus_SequenceNumber,JourmPatternSections_From_TimingStatus,JourmPatternSections_To_id,JourmPatternSections_To_StopPointRef_id,JourmPatternSections_To_StopPointRef_SequenceNumber,JourmPatternSections_To_StopPointRef,JourmPatternSections_To_TimingStatus_id,JourmPatternSections_To_TimingStatus_SequenceNumber,JourmPatternSections_To_TimingStatus,JourmPatternSections_RouteLinkRef_id,JourmPatternSections_RouteLinkRef,JourmPatternSections_RunTime_id,JourmPatternSections_RunTime
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL103,JPSU205,20,2954,JPSU205,20,OTH,JPTL103,JPSU206,21,2793,JPSU206,21,OTH,JPTL103,RL19,JPTL103,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL104,JPSU207,21,2793,JPSU207,21,OTH,JPTL104,JPSU208,22,2549,JPSU208,22,OTH,JPTL104,RL20,JPTL104,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL105,JPSU209,22,2549,JPSU209,22,OTH,JPTL105,JPSU210,23,4383,JPSU210,23,OTH,JPTL105,RL21,JPTL105,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL106,JPSU211,23,4383,JPSU211,23,OTH,JPTL106,JPSU212,24,3565,JPSU212,24,OTH,JPTL106,RL22,JPTL106,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL107,JPSU213,24,3565,JPSU213,24,OTH,JPTL107,JPSU214,25,2875,JPSU214,25,PTP,JPTL107,RL23,JPTL107,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL108,JPSU215,25,2875,JPSU215,25,PTP,JPTL108,JPSU216,26,2765,JPSU216,26,OTH,JPTL108,RL24,JPTL108,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL109,JPSU217,26,2765,JPSU217,26,OTH,JPTL109,JPSU218,27,2526,JPSU218,27,OTH,JPTL109,RL25,JPTL109,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL110,JPSU219,27,2526,JPSU219,27,OTH,JPTL110,JPSU220,28,3685,JPSU220,28,OTH,JPTL110,RL26,JPTL110,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL111,JPSU221,28,3685,JPSU221,28,OTH,JPTL111,JPSU222,29,2896,JPSU222,29,OTH,JPTL111,RL27,JPTL111,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL112,JPSU223,29,2896,JPSU223,29,OTH,JPTL112,JPSU224,30,2732,JPSU224,30,OTH,JPTL112,RL28,JPTL112,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL113,JPSU225,30,2732,JPSU225,30,OTH,JPTL113,JPSU226,31,3695,JPSU226,31,OTH,JPTL113,RL29,JPTL113,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL114,JPSU227,31,3695,JPSU227,31,OTH,JPTL114,JPSU228,32,2897,JPSU228,32,OTH,JPTL114,RL30,JPTL114,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL115,JPSU229,32,2897,JPSU229,32,OTH,JPTL115,JPSU230,33,2437,JPSU230,33,OTH,JPTL115,RL31,JPTL115,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL116,JPSU231,33,2437,JPSU231,33,OTH,JPTL116,JPSU232,34,3292,JPSU232,34,OTH,JPTL116,RL32,JPTL116,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL117,JPSU233,34,3292,JPSU233,34,OTH,JPTL117,JPSU234,35,4387,JPSU234,35,OTH,JPTL117,RL33,JPTL117,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL118,JPSU235,35,4387,JPSU235,35,OTH,JPTL118,JPSU236,36,3952,JPSU236,36,OTH,JPTL118,RL34,JPTL118,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL119,JPSU237,36,3952,JPSU237,36,OTH,JPTL119,JPSU238,37,2747,JPSU238,37,PTP,JPTL119,RL35,JPTL119,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL120,JPSU239,37,2747,JPSU239,37,PTP,JPTL120,JPSU240,38,3262,JPSU240,38,OTH,JPTL120,RL36,JPTL120,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL121,JPSU241,38,3262,JPSU241,38,OTH,JPTL121,JPSU242,39,2686,JPSU242,39,OTH,JPTL121,RL37,JPTL121,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL122,JPSU243,39,2686,JPSU243,39,OTH,JPTL122,JPSU244,40,3946,JPSU244,40,OTH,JPTL122,RL38,JPTL122,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL123,JPSU245,40,3946,JPSU245,40,OTH,JPTL123,JPSU246,41,2685,JPSU246,41,OTH,JPTL123,RL39,JPTL123,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL124,JPSU247,41,2685,JPSU247,41,OTH,JPTL124,JPSU248,42,2679,JPSU248,42,OTH,JPTL124,RL40,JPTL124,PT0S
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL125,JPSU249,42,2679,JPSU249,42,OTH,JPTL125,JPSU250,43,2578,JPSU250,43,OTH,JPTL125,RL41,JPTL125,PT1M
JPS3,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL126,JPSU251,43,2578,JPSU251,43,OTH,JPTL126,JPSU252,44,2682,JPSU252,44,PTP,JPTL126,RL42,JPTL126,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL127,JPSU253,1,2465,JPSU253,1,PTP,JPTL127,JPSU254,3,4542,JPSU254,3,PTP,JPTL127,RL43,JPTL127,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL128,JPSU255,3,4542,JPSU255,3,PTP,JPTL128,JPSU256,4,4278,JPSU256,4,OTH,JPTL128,RL44,JPTL128,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL129,JPSU257,4,4278,JPSU257,4,OTH,JPTL129,JPSU258,5,3872,JPSU258,5,OTH,JPTL129,RL45,JPTL129,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL130,JPSU259,5,3872,JPSU259,5,OTH,JPTL130,JPSU260,6,2846,JPSU260,6,PTP,JPTL130,RL46,JPTL130,PT3M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL131,JPSU261,6,2846,JPSU261,6,PTP,JPTL131,JPSU262,7,2365,JPSU262,7,OTH,JPTL131,RL47,JPTL131,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL132,JPSU263,7,2365,JPSU263,7,OTH,JPTL132,JPSU264,8,3496,JPSU264,8,PTP,JPTL132,RL48,JPTL132,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL133,JPSU265,8,3496,JPSU265,8,PTP,JPTL133,JPSU266,9,3482,JPSU266,9,OTH,JPTL133,RL49,JPTL133,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL134,JPSU267,9,3482,JPSU267,9,OTH,JPTL134,JPSU268,10,4375,JPSU268,10,OTH,JPTL134,RL50,JPTL134,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL135,JPSU269,10,4375,JPSU269,10,OTH,JPTL135,JPSU270,11,4378,JPSU270,11,OTH,JPTL135,RL51,JPTL135,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL136,JPSU271,11,4378,JPSU271,11,OTH,JPTL136,JPSU272,12,3798,JPSU272,12,OTH,JPTL136,RL52,JPTL136,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL137,JPSU273,12,3798,JPSU273,12,OTH,JPTL137,JPSU274,13,4567,JPSU274,13,OTH,JPTL137,RL53,JPTL137,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL138,JPSU275,13,4567,JPSU275,13,OTH,JPTL138,JPSU276,14,2342,JPSU276,14,OTH,JPTL138,RL54,JPTL138,PT2M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL139,JPSU277,14,2342,JPSU277,14,OTH,JPTL139,JPSU278,15,3646,JPSU278,15,PTP,JPTL139,RL55,JPTL139,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL140,JPSU279,15,3646,JPSU279,15,PTP,JPTL140,JPSU280,16,2358,JPSU280,16,OTH,JPTL140,RL56,JPTL140,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL141,JPSU281,16,2358,JPSU281,16,OTH,JPTL141,JPSU282,17,2724,JPSU282,17,OTH,JPTL141,RL57,JPTL141,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL142,JPSU283,17,2724,JPSU283,17,OTH,JPTL142,JPSU284,18,3697,JPSU284,18,OTH,JPTL142,RL58,JPTL142,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL143,JPSU285,18,3697,JPSU285,18,OTH,JPTL143,JPSU286,19,3567,JPSU286,19,OTH,JPTL143,RL59,JPTL143,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL144,JPSU287,19,3567,JPSU287,19,OTH,JPTL144,JPSU288,20,2954,JPSU288,20,OTH,JPTL144,RL60,JPTL144,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL145,JPSU289,20,2954,JPSU289,20,OTH,JPTL145,JPSU290,21,2793,JPSU290,21,OTH,JPTL145,RL61,JPTL145,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL146,JPSU291,21,2793,JPSU291,21,OTH,JPTL146,JPSU292,22,2549,JPSU292,22,OTH,JPTL146,RL62,JPTL146,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL147,JPSU293,22,2549,JPSU293,22,OTH,JPTL147,JPSU294,23,4383,JPSU294,23,OTH,JPTL147,RL63,JPTL147,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL148,JPSU295,23,4383,JPSU295,23,OTH,JPTL148,JPSU296,24,3565,JPSU296,24,OTH,JPTL148,RL64,JPTL148,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL149,JPSU297,24,3565,JPSU297,24,OTH,JPTL149,JPSU298,25,2875,JPSU298,25,PTP,JPTL149,RL65,JPTL149,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL150,JPSU299,25,2875,JPSU299,25,PTP,JPTL150,JPSU300,26,2765,JPSU300,26,OTH,JPTL150,RL66,JPTL150,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL151,JPSU301,26,2765,JPSU301,26,OTH,JPTL151,JPSU302,27,2526,JPSU302,27,OTH,JPTL151,RL67,JPTL151,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL152,JPSU303,27,2526,JPSU303,27,OTH,JPTL152,JPSU304,28,3685,JPSU304,28,OTH,JPTL152,RL68,JPTL152,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL153,JPSU305,28,3685,JPSU305,28,OTH,JPTL153,JPSU306,29,2896,JPSU306,29,OTH,JPTL153,RL69,JPTL153,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL154,JPSU307,29,2896,JPSU307,29,OTH,JPTL154,JPSU308,30,2732,JPSU308,30,OTH,JPTL154,RL70,JPTL154,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL155,JPSU309,30,2732,JPSU309,30,OTH,JPTL155,JPSU310,31,3695,JPSU310,31,OTH,JPTL155,RL71,JPTL155,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL156,JPSU311,31,3695,JPSU311,31,OTH,JPTL156,JPSU312,32,2897,JPSU312,32,OTH,JPTL156,RL72,JPTL156,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL157,JPSU313,32,2897,JPSU313,32,OTH,JPTL157,JPSU314,33,2437,JPSU314,33,OTH,JPTL157,RL73,JPTL157,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL158,JPSU315,33,2437,JPSU315,33,OTH,JPTL158,JPSU316,34,3292,JPSU316,34,OTH,JPTL158,RL74,JPTL158,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL159,JPSU317,34,3292,JPSU317,34,OTH,JPTL159,JPSU318,35,4387,JPSU318,35,OTH,JPTL159,RL75,JPTL159,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL160,JPSU319,35,4387,JPSU319,35,OTH,JPTL160,JPSU320,36,3952,JPSU320,36,OTH,JPTL160,RL76,JPTL160,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL161,JPSU321,36,3952,JPSU321,36,OTH,JPTL161,JPSU322,37,2747,JPSU322,37,PTP,JPTL161,RL77,JPTL161,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL162,JPSU323,37,2747,JPSU323,37,PTP,JPTL162,JPSU324,38,3262,JPSU324,38,OTH,JPTL162,RL78,JPTL162,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL163,JPSU325,38,3262,JPSU325,38,OTH,JPTL163,JPSU326,39,2686,JPSU326,39,OTH,JPTL163,RL79,JPTL163,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL164,JPSU327,39,2686,JPSU327,39,OTH,JPTL164,JPSU328,40,3946,JPSU328,40,OTH,JPTL164,RL80,JPTL164,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL165,JPSU329,40,3946,JPSU329,40,OTH,JPTL165,JPSU330,41,2685,JPSU330,41,OTH,JPTL165,RL81,JPTL165,PT1M
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL166,JPSU331,41,2685,JPSU331,41,OTH,JPTL166,JPSU332,42,2679,JPSU332,42,OTH,JPTL166,RL82,JPTL166,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL167,JPSU333,42,2679,JPSU333,42,OTH,JPTL167,JPSU334,43,2578,JPSU334,43,OTH,JPTL167,RL83,JPTL167,PT0S
JPS4,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL168,JPSU335,43,2578,JPSU335,43,OTH,JPTL168,JPSU336,44,2682,JPSU336,44,PTP,JPTL168,RL84,JPTL168,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL169,JPSU337,1,2465,JPSU337,1,PTP,JPTL169,JPSU338,2,4526,JPSU338,2,PTP,JPTL169,RL85,JPTL169,PT0S
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL170,JPSU339,2,4526,JPSU339,2,PTP,JPTL170,JPSU340,3,4278,JPSU340,3,OTH,JPTL170,RL86,JPTL170,PT2M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL171,JPSU341,3,4278,JPSU341,3,OTH,JPTL171,JPSU342,4,4285,JPSU342,4,OTH,JPTL171,RL87,JPTL171,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL172,JPSU343,4,4285,JPSU343,4,OTH,JPTL172,JPSU344,5,4374,JPSU344,5,PTP,JPTL172,RL88,JPTL172,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL173,JPSU345,5,4374,JPSU345,5,PTP,JPTL173,JPSU346,6,3482,JPSU346,6,OTH,JPTL173,RL89,JPTL173,PT2M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL174,JPSU347,6,3482,JPSU347,6,OTH,JPTL174,JPSU348,7,3732,JPSU348,7,OTH,JPTL174,RL90,JPTL174,PT0S
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL175,JPSU349,7,3732,JPSU349,7,OTH,JPTL175,JPSU350,8,2726,JPSU350,8,PTP,JPTL175,RL91,JPTL175,PT0S
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL176,JPSU351,8,2726,JPSU351,8,PTP,JPTL176,JPSU352,21,3758,JPSU352,21,OTH,JPTL176,RL92,JPTL176,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL177,JPSU353,21,3758,JPSU353,21,OTH,JPTL177,JPSU354,22,3284,JPSU354,22,OTH,JPTL177,RL93,JPTL177,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL178,JPSU355,22,3284,JPSU355,22,OTH,JPTL178,JPSU356,23,3683,JPSU356,23,PTP,JPTL178,RL94,JPTL178,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL179,JPSU357,23,3683,JPSU357,23,PTP,JPTL179,JPSU358,24,2837,JPSU358,24,OTH,JPTL179,RL95,JPTL179,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL180,JPSU359,24,2837,JPSU359,24,OTH,JPTL180,JPSU360,25,3637,JPSU360,25,OTH,JPTL180,RL96,JPTL180,PT0S
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL181,JPSU361,25,3637,JPSU361,25,OTH,JPTL181,JPSU362,26,2925,JPSU362,26,OTH,JPTL181,RL97,JPTL181,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL182,JPSU363,26,2925,JPSU363,26,OTH,JPTL182,JPSU364,27,3595,JPSU364,27,OTH,JPTL182,RL98,JPTL182,PT0S
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL183,JPSU365,27,3595,JPSU365,27,OTH,JPTL183,JPSU366,28,2929,JPSU366,28,OTH,JPTL183,RL99,JPTL183,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL184,JPSU367,28,2929,JPSU367,28,OTH,JPTL184,JPSU368,29,2469,JPSU368,29,PTP,JPTL184,RL100,JPTL184,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL185,JPSU369,29,2469,JPSU369,29,PTP,JPTL185,JPSU370,30,3495,JPSU370,30,OTH,JPTL185,RL101,JPTL185,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL186,JPSU371,30,3495,JPSU371,30,OTH,JPTL186,JPSU372,31,2923,JPSU372,31,OTH,JPTL186,RL102,JPTL186,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL187,JPSU373,31,2923,JPSU373,31,OTH,JPTL187,JPSU374,32,3292,JPSU374,32,OTH,JPTL187,RL103,JPTL187,PT2M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL188,JPSU375,32,3292,JPSU375,32,OTH,JPTL188,JPSU376,33,3952,JPSU376,33,OTH,JPTL188,RL104,JPTL188,PT1M
JPS5,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL189,JPSU377,33,3952,JPSU377,33,OTH,JPTL189,JPSU378,34,2747,JPSU378,34,PTP,JPTL189,RL105,JPTL189,PT2M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL190,JPSU379,1,2465,JPSU379,1,PTP,JPTL190,JPSU380,2,4526,JPSU380,2,PTP,JPTL190,RL106,JPTL190,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL191,JPSU381,2,4526,JPSU381,2,PTP,JPTL191,JPSU382,3,4278,JPSU382,3,OTH,JPTL191,RL107,JPTL191,PT2M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL192,JPSU383,3,4278,JPSU383,3,OTH,JPTL192,JPSU384,4,4285,JPSU384,4,OTH,JPTL192,RL108,JPTL192,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL193,JPSU385,4,4285,JPSU385,4,OTH,JPTL193,JPSU386,5,4374,JPSU386,5,PTP,JPTL193,RL109,JPTL193,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL194,JPSU387,5,4374,JPSU387,5,PTP,JPTL194,JPSU388,6,3482,JPSU388,6,OTH,JPTL194,RL110,JPTL194,PT2M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL195,JPSU389,6,3482,JPSU389,6,OTH,JPTL195,JPSU390,7,3732,JPSU390,7,OTH,JPTL195,RL111,JPTL195,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL196,JPSU391,7,3732,JPSU391,7,OTH,JPTL196,JPSU392,8,2726,JPSU392,8,PTP,JPTL196,RL112,JPTL196,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL197,JPSU393,8,2726,JPSU393,8,PTP,JPTL197,JPSU394,21,3758,JPSU394,21,OTH,JPTL197,RL113,JPTL197,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL198,JPSU395,21,3758,JPSU395,21,OTH,JPTL198,JPSU396,22,3284,JPSU396,22,OTH,JPTL198,RL114,JPTL198,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL199,JPSU397,22,3284,JPSU397,22,OTH,JPTL199,JPSU398,23,3683,JPSU398,23,PTP,JPTL199,RL115,JPTL199,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL200,JPSU399,23,3683,JPSU399,23,PTP,JPTL200,JPSU400,24,2837,JPSU400,24,OTH,JPTL200,RL116,JPTL200,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL201,JPSU401,24,2837,JPSU401,24,OTH,JPTL201,JPSU402,25,3637,JPSU402,25,OTH,JPTL201,RL117,JPTL201,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL202,JPSU403,25,3637,JPSU403,25,OTH,JPTL202,JPSU404,26,2925,JPSU404,26,OTH,JPTL202,RL118,JPTL202,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL203,JPSU405,26,2925,JPSU405,26,OTH,JPTL203,JPSU406,27,3595,JPSU406,27,OTH,JPTL203,RL119,JPTL203,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL204,JPSU407,27,3595,JPSU407,27,OTH,JPTL204,JPSU408,28,2929,JPSU408,28,OTH,JPTL204,RL120,JPTL204,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL205,JPSU409,28,2929,JPSU409,28,OTH,JPTL205,JPSU410,29,2469,JPSU410,29,PTP,JPTL205,RL121,JPTL205,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL206,JPSU411,29,2469,JPSU411,29,PTP,JPTL206,JPSU412,30,3495,JPSU412,30,OTH,JPTL206,RL122,JPTL206,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL207,JPSU413,30,3495,JPSU413,30,OTH,JPTL207,JPSU414,31,2923,JPSU414,31,OTH,JPTL207,RL123,JPTL207,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL208,JPSU415,31,2923,JPSU415,31,OTH,JPTL208,JPSU416,32,3292,JPSU416,32,OTH,JPTL208,RL124,JPTL208,PT2M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL209,JPSU417,32,3292,JPSU417,32,OTH,JPTL209,JPSU418,33,3952,JPSU418,33,OTH,JPTL209,RL125,JPTL209,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL210,JPSU419,33,3952,JPSU419,33,OTH,JPTL210,JPSU420,34,2747,JPSU420,34,PTP,JPTL210,RL126,JPTL210,PT2M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL211,JPSU421,34,2747,JPSU421,34,PTP,JPTL211,JPSU422,35,3262,JPSU422,35,OTH,JPTL211,RL127,JPTL211,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL212,JPSU423,35,3262,JPSU423,35,OTH,JPTL212,JPSU424,36,2686,JPSU424,36,OTH,JPTL212,RL128,JPTL212,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL213,JPSU425,36,2686,JPSU425,36,OTH,JPTL213,JPSU426,37,3946,JPSU426,37,OTH,JPTL213,RL129,JPTL213,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL214,JPSU427,37,3946,JPSU427,37,OTH,JPTL214,JPSU428,38,2685,JPSU428,38,OTH,JPTL214,RL130,JPTL214,PT0S
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL215,JPSU429,38,2685,JPSU429,38,OTH,JPTL215,JPSU430,39,2679,JPSU430,39,OTH,JPTL215,RL131,JPTL215,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL216,JPSU431,39,2679,JPSU431,39,OTH,JPTL216,JPSU432,40,2578,JPSU432,40,OTH,JPTL216,RL132,JPTL216,PT1M
JPS6,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL217,JPSU433,40,2578,JPSU433,40,OTH,JPTL217,JPSU434,41,2682,JPSU434,41,PTP,JPTL217,RL133,JPTL217,PT1M
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL218,JPSU435,1,2465,JPSU435,1,PTP,JPTL218,JPSU436,2,4526,JPSU436,2,PTP,JPTL218,RL134,JPTL218,PT0S
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL219,JPSU437,2,4526,JPSU437,2,PTP,JPTL219,JPSU438,3,4278,JPSU438,3,OTH,JPTL219,RL135,JPTL219,PT2M
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL220,JPSU439,3,4278,JPSU439,3,OTH,JPTL220,JPSU440,4,2734,JPSU440,4,OTH,JPTL220,RL136,JPTL220,PT1M
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL221,JPSU441,4,2734,JPSU441,4,OTH,JPTL221,JPSU442,5,2576,JPSU442,5,OTH,JPTL221,RL137,JPTL221,PT0S
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL222,JPSU443,5,2576,JPSU443,5,OTH,JPTL222,JPSU444,6,3963,JPSU444,6,OTH,JPTL222,RL138,JPTL222,PT0S
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL223,JPSU445,6,3963,JPSU445,6,OTH,JPTL223,JPSU446,7,3424,JPSU446,7,OTH,JPTL223,RL139,JPTL223,PT1M
JPS7,65ae28f2-4e37-470c-86f0-a279be0bec6c,JPTL224,JPSU447,7,3424,JPSU447,7,OTH,JPTL224,JPSU448,13,2657,JPSU448,13,PTP,JPTL224,RL140,JPTL224,PT3M
